,Tx ZT0,Tx ZT12,V ZT0,V ZT12
4732416N19RIK,48.10292676015888,68.10160518740153,59.560455083987385,85.1502814503122
4732419C18RIK,92.70606506266506,60.85580860003245,86.71950192008126,44.90139759862918
4732465J04RIK,386.0869975779583,212.4861522765186,424.08612486989983,308.8787526019339
4833420G17RIK,436.3522388634928,388.68991579308073,380.14684181054207,481.4688979578252
4930481A15RIK,74.37489510491986,89.64399434903619,61.718753592496974,90.21470616366766
4930523C07RIK,220.96699017109324,241.15775279178288,225.0336482127591,297.08060786582905
4930556M19RIK,101.70446580000302,69.75888535109219,111.05409454655643,68.5917346463388
4930594M22RIK,31.64496098241581,29.94848457091439,42.16394489727648,21.995506117185055
4931406C07RIK,2534.0085807156656,1892.8698611160253,2378.739061063388,2124.924724720639
4933421A08RIK,10.624985014988551,14.134310880345453,4.459639866188797,11.983446564363787
4933431E20RIK,67.58406703065329,33.65677526046588,82.8195289484446,24.219549306755095
5033403H07RIK,217.0949621690586,87.32348803051552,243.51631849847885,77.7532321865487
